origin_id;destination_id;entry_cost;network_cost;exit_cost;total_cost
San Antonio de Itatí;Corrientes;17106.78541177973;177627.47376689123;3607.488002456337;198341.7471811273
San Antonio de Itatí;Concepción;17106.78541177973;149319.8169009172;9553.105401186724;175979.70771388366
San Antonio de Itatí;Curuzú Cuatiá;17106.78541177973;431680.0817306546;13134.482134274325;461921.3492767086
San Antonio de Itatí;Empedrado;17106.78541177973;177243.3234514965;5189.528064858557;199539.63692813477
San Antonio de Itatí;Esquina;17106.78541177973;520443.83403576945;4122.798875876374;541673.4183234256
San Antonio de Itatí;Alvear;
San Antonio de Itatí;Caá Catí;17106.78541177973;37080.130993824874;6265.176668058465;60452.09307366306
San Antonio de Itatí;Goya;17106.78541177973;290864.96303012286;1494.516700775389;309466.26514267793
San Antonio de Itatí;Itatí;17106.78541177973;192904.02430580062;4826.395286561572;214837.20500414193
San Antonio de Itatí;Ituzaingó;
San Antonio de Itatí;Santa Lucía;17106.78541177973;273695.1325747114;8314.297819850535;299116.2158063417
San Antonio de Itatí;Mburucuyá;17106.78541177973;111259.3130514789;3276.096308824681;131642.1947720833
San Antonio de Itatí;Mercedes;17106.78541177973;388943.94587450643;4359.954415133449;410410.6857014196
San Antonio de Itatí;Monte Caseros;17106.78541177973;480867.053417164;9357.531206813637;507331.37003575737
San Antonio de Itatí;Paso de los Libres;
San Antonio de Itatí;Saladas;17106.78541177973;151235.57631367492;9751.579073078161;178093.94079853283
San Antonio de Itatí;San Cosme;17106.78541177973;162745.56102951837;5927.536422899807;185779.88286419792
San Antonio de Itatí;San Luis del Palmar;17106.78541177973;130266.30893415086;10274.939374258307;157648.0337201889
San Antonio de Itatí;La Cruz;
San Antonio de Itatí;San Miguel;17106.78541177973;50378.23264436223;11536.240553069914;79021.25860921187
San Antonio de Itatí;San Roque;17106.78541177973;231345.03405109065;1050.3210137602327;249502.14047663062
San Antonio de Itatí;Santo Tomé;
San Antonio de Itatí;Sauce;17106.78541177973;426354.2588044512;3541.515672582057;447002.559888813
Corrientes;Bella Vista;3607.488002456337;184321.07102541206;8490.021171011578;196418.58019888
Corrientes;San Antonio de Itatí;3607.488002456337;177627.47376689123;17106.78541177973;198341.7471811273
Corrientes;Corrientes;0.0
Corrientes;Concepción;3607.488002456337;136623.21362687022;9553.105401186724;149783.8070305133
Corrientes;Curuzú Cuatiá;3607.488002456337;397235.984819922;13134.482134274325;413977.95495665265
Corrientes;Empedrado;3607.488002456337;75757.8064806668;5189.528064858557;84554.82254798169
Corrientes;Esquina;3607.488002456337;485999.7371250369;4122.798875876374;493730.02400336956
Corrientes;Alvear;
Corrientes;Caá Catí;3607.488002456337;140547.34277306637;6265.176668058465;150420.00744358118
Corrientes;Goya;3607.488002456337;256420.86611939032;1494.516700775389;261522.87082262206
Corrientes;Itatí;3607.488002456337;82785.81767683232;4826.395286561572;91219.70096585022
Corrientes;Ituzaingó;
Corrientes;Santa Lucía;3607.488002456337;239251.03566397884;8314.297819850535;251172.8214862857
Corrientes;Mburucuyá;3607.488002456337;92157.57678375943;3276.096308824681;99041.16109504044
Corrientes;Mercedes;3607.488002456337;354499.84896377387;4359.954415133449;362467.29138136364
Corrientes;Monte Caseros;3607.488002456337;446422.95650643145;9357.531206813637;459387.9757157014
Corrientes;Paso de los Libres;
Corrientes;Saladas;3607.488002456337;116791.47940294236;9751.579073078161;130150.54647847686
Corrientes;San Cosme;3607.488002456337;52627.35440055005;5927.536422899807;62162.3788259062
Corrientes;San Luis del Palmar;3607.488002456337;47361.16483274037;10274.939374258307;61243.59220945501
Corrientes;La Cruz;
Corrientes;San Miguel;3607.488002456337;153845.44442360374;11536.240553069914;168989.17297913
Corrientes;San Roque;3607.488002456337;196900.9371403581;1050.3210137602327;201558.74615657466
Corrientes;Santo Tomé;
Corrientes;Sauce;3607.488002456337;391910.16189371864;3541.515672582057;399059.16556875705
Concepción;Bella Vista;9553.105401186724;151971.49172777653;8490.021171011578;170014.61829997486
Concepción;San Antonio de Itatí;9553.105401186724;149319.8169009172;17106.78541177973;175979.7077138837
Concepción;Corrientes;9553.105401186724;136623.21362687022;3607.488002456337;149783.80703051327
Concepción;Concepción;0.0
Concepción;Curuzú Cuatiá;9553.105401186724;364886.4055222864;13134.482134274325;387573.9930577475
Concepción;Empedrado;9553.105401186724;110449.64724312839;5189.528064858557;125192.28070917368
Concepción;Esquina;9553.105401186724;453650.1578274013;4122.798875876374;467326.0621044644
Concepción;Alvear;
Concepción;Caá Catí;9553.105401186724;112239.68590709232;6265.176668058465;128057.96797633752
Concepción;Goya;9553.105401186724;224071.2868217548;1494.516700775389;235118.9089237169
Concepción;Itatí;9553.105401186724;175308.30412219279;4826.395286561572;189687.8048099411
Concepción;Ituzaingó;
Concepción;Santa Lucía;9553.105401186724;206901.4563663433;8314.297819850535;224768.85958738058
Concepción;Mburucuyá;9553.105401186724;44465.63684311079;3276.096308824681;57294.838553122194
Concepción;Mercedes;9553.105401186724;322150.26966613834;4359.954415133449;336063.32948245853
Concepción;Monte Caseros;9553.105401186724;414073.37720879586;9357.531206813637;432984.01381679624
Concepción;Paso de los Libres;
Concepción;Saladas;9553.105401186724;84441.90010530682;9751.579073078161;103746.5845795717
Concepción;San Cosme;9553.105401186724;145149.84084591054;5927.536422899807;160630.4826699971
Concepción;San Luis del Palmar;9553.105401186724;112670.58875054304;10274.939374258307;132498.6335259881
Concepción;La Cruz;
Concepción;San Miguel;9553.105401186724;125537.78755762968;11536.240553069914;146627.13351188632
Concepción;San Roque;9553.105401186724;164551.35784272256;1050.3210137602327;175154.78425766953
Concepción;Santo Tomé;
Concepción;Sauce;9553.105401186724;359560.58259608306;3541.515672582057;372655.2036698519
Curuzú Cuatiá;Bella Vista;13134.482134274325;246440.87095158212;8490.021171011578;268065.37425686803
Curuzú Cuatiá;San Antonio de Itatí;13134.482134274325;431680.0817306545;17106.78541177973;461921.34927670856
Curuzú Cuatiá;Corrientes;13134.482134274325;397235.984819922;3607.488002456337;413977.95495665265
Curuzú Cuatiá;Concepción;13134.482134274325;364886.4055222864;9553.105401186724;387573.9930577475
Curuzú Cuatiá;Curuzú Cuatiá;0.0
Curuzú Cuatiá;Empedrado;13134.482134274325;363543.43699696986;5189.528064858557;381867.44719610276
Curuzú Cuatiá;Esquina;13134.482134274325;161971.3164111018;4122.798875876374;179228.59742125252
Curuzú Cuatiá;Alvear;
Curuzú Cuatiá;Caá Catí;13134.482134274325;394599.95073682966;6265.176668058465;413999.6095391624
Curuzú Cuatiá;Goya;13134.482134274325;318540.6660455603;1494.516700775389;333169.66488061
Curuzú Cuatiá;Itatí;13134.482134274325;441573.07326862036;4826.395286561572;459533.95068945625
Curuzú Cuatiá;Ituzaingó;
Curuzú Cuatiá;Santa Lucía;13134.482134274325;301370.83559014887;8314.297819850535;322819.61554427375
Curuzú Cuatiá;Mburucuyá;13134.482134274325;320420.76867917564;3276.096308824681;336831.34712227463
Curuzú Cuatiá;Mercedes;13134.482134274325;162314.04655782034;4359.954415133449;179808.48310722812
Curuzú Cuatiá;Monte Caseros;13134.482134274325;59699.6601157556;9357.531206813637;82191.67345684356
Curuzú Cuatiá;Paso de los Libres;
Curuzú Cuatiá;Saladas;13134.482134274325;280444.5054169796;9751.579073078161;303330.5666243321
Curuzú Cuatiá;San Cosme;13134.482134274325;411414.6099923381;5927.536422899807;430476.62854951224
Curuzú Cuatiá;San Luis del Palmar;13134.482134274325;386084.77507319505;10274.939374258307;409494.1965817277
Curuzú Cuatiá;La Cruz;
Curuzú Cuatiá;San Miguel;13134.482134274325;407898.052387367;11536.240553069914;432568.77507471124
Curuzú Cuatiá;San Roque;13134.482134274325;200335.04767956387;1050.3210137602327;214519.85082759842
Curuzú Cuatiá;Santo Tomé;
Curuzú Cuatiá;Sauce;13134.482134274325;67881.74117978361;3541.515672582057;84557.73898663999
Empedrado;Bella Vista;5189.528064858557;150628.52320245988;8490.021171011578;164308.07243833
Empedrado;San Antonio de Itatí;5189.528064858557;177243.3234514965;17106.78541177973;199539.63692813477
Empedrado;Corrientes;5189.528064858557;75757.8064806668;3607.488002456337;84554.82254798169
Empedrado;Concepción;5189.528064858557;110449.64724312839;9553.105401186724;125192.28070917368
Empedrado;Curuzú Cuatiá;5189.528064858557;363543.43699696986;13134.482134274325;381867.44719610276
Empedrado;Empedrado;0.0
Empedrado;Esquina;5189.528064858557;452307.18930208473;4122.798875876374;461619.51624281966
Empedrado;Alvear;
Empedrado;Caá Catí;5189.528064858557;140163.19245767163;6265.176668058465;151617.89719058864
Empedrado;Goya;5189.528064858557;222728.31829643817;1494.516700775389;229412.3630620721
Empedrado;Itatí;5189.528064858557;120094.89492936515;4826.395286561572;130110.81828078529
Empedrado;Ituzaingó;
Empedrado;Santa Lucía;5189.528064858557;205558.48784102668;8314.297819850535;219062.31372573576
Empedrado;Mburucuyá;5189.528064858557;65984.0104000176;3276.096308824681;74449.63477370085
Empedrado;Mercedes;5189.528064858557;320807.3011408217;4359.954415133449;330356.78362081375
Empedrado;Monte Caseros;5189.528064858557;412730.4086834793;9357.531206813637;427277.4679551515
Empedrado;Paso de los Libres;
Empedrado;Saladas;5189.528064858557;83098.93157999018;9751.579073078161;98040.0387179269
Empedrado;San Cosme;5189.528064858557;89936.43165308288;5927.536422899807;101053.49614084125
Empedrado;San Luis del Palmar;5189.528064858557;64606.596733939834;10274.939374258307;80071.0641730567
Empedrado;La Cruz;
Empedrado;San Miguel;5189.528064858557;153461.294108209;11536.240553069914;170187.06272613746
Empedrado;San Roque;5189.528064858557;163208.38931740593;1050.3210137602327;169448.2383960247
Empedrado;Santo Tomé;
Empedrado;Sauce;5189.528064858557;358217.6140707665;3541.515672582057;366948.65780820715
Esquina;Bella Vista;4122.798875876374;335204.6232566969;8490.021171011578;347817.4433035848
Esquina;San Antonio de Itatí;4122.798875876374;520443.8340357693;17106.78541177973;541673.4183234255
Esquina;Corrientes;4122.798875876374;485999.7371250368;3607.488002456337;493730.02400336944
Esquina;Concepción;4122.798875876374;453650.1578274012;9553.105401186724;467326.0621044643
Esquina;Curuzú Cuatiá;4122.798875876374;161971.3164111018;13134.482134274325;179228.59742125252
Esquina;Empedrado;4122.798875876374;452307.1893020846;5189.528064858557;461619.51624281955
Esquina;Esquina;0.0
Esquina;Alvear;
Esquina;Caá Catí;4122.798875876374;483363.7030419444;6265.176668058465;493751.6785858792
Esquina;Goya;4122.798875876374;407304.41835067514;1494.516700775389;412921.73392732686
Esquina;Itatí;4122.798875876374;530336.8255737352;4826.395286561572;539286.0197361731
Esquina;Ituzaingó;
Esquina;Santa Lucía;4122.798875876374;390134.5878952637;8314.297819850535;402571.6845909906
Esquina;Mburucuyá;4122.798875876374;409184.5209842904;3276.096308824681;416583.4161689914
Esquina;Mercedes;4122.798875876374;251077.79886293516;4359.954415133449;259560.552153945
Esquina;Monte Caseros;4122.798875876374;221670.9765268574;9357.531206813637;235151.30660954744
Esquina;Paso de los Libres;
Esquina;Saladas;4122.798875876374;369208.25772209436;9751.579073078161;383082.6356710489
Esquina;San Cosme;4122.798875876374;500178.36229745287;5927.536422899807;510228.69759622903
Esquina;San Luis del Palmar;4122.798875876374;474848.5273783098;10274.939374258307;489246.2656284445
Esquina;La Cruz;
Esquina;San Miguel;4122.798875876374;496661.80469248176;11536.240553069914;512320.84412142803
Esquina;San Roque;4122.798875876374;289098.7999846786;1050.3210137602327;294271.9198743152
Esquina;Santo Tomé;
Esquina;Sauce;4122.798875876374;94089.57523131823;3541.515672582057;101753.88977977665
Alvear;Bella Vista;
Alvear;San Antonio de Itatí;
Alvear;Corrientes;
Alvear;Concepción;
Alvear;Curuzú Cuatiá;
Alvear;Empedrado;
Alvear;Esquina;
Alvear;Alvear;0.0
Alvear;Caá Catí;
Alvear;Goya;
Alvear;Itatí;
Alvear;Ituzaingó;15720.182544846228;172623.29922563946;24557.95104983666;212901.43282032237
Alvear;Santa Lucía;
Alvear;Mburucuyá;
Alvear;Mercedes;
Alvear;Monte Caseros;
Alvear;Paso de los Libres;15720.182544846228;94525.35384976899;1398.6220607703467;111644.15845538556
Alvear;Saladas;
Alvear;San Cosme;
Alvear;San Luis del Palmar;
Alvear;La Cruz;15720.182544846228;30657.106701630015;10757.303576010387;57134.59282248663
Alvear;San Miguel;
Alvear;San Roque;
Alvear;Santo Tomé;15720.182544846228;215894.76368921183;5968.967307419246;237583.91354147732
Alvear;Sauce;
Caá Catí;Bella Vista;6265.176668058465;181685.03694231977;8490.021171011578;196440.23478138982
Caá Catí;San Antonio de Itatí;6265.176668058465;37080.130993824874;17106.78541177973;60452.09307366307
Caá Catí;Corrientes;6265.176668058465;140547.34277306637;3607.488002456337;150420.00744358118
Caá Catí;Concepción;6265.176668058465;112239.68590709231;9553.105401186724;128057.9679763375
Caá Catí;Curuzú Cuatiá;6265.176668058465;394599.95073682966;13134.482134274325;413999.6095391624
Caá Catí;Empedrado;6265.176668058465;140163.19245767163;5189.528064858557;151617.89719058864
Caá Catí;Esquina;6265.176668058465;483363.70304194454;4122.798875876374;493751.67858587933
Caá Catí;Alvear;
Caá Catí;Caá Catí;0.0
Caá Catí;Goya;6265.176668058465;253784.83203629803;1494.516700775389;261544.5254051319
Caá Catí;Itatí;6265.176668058465;155823.89331197576;4826.395286561572;166915.4652665958
Caá Catí;Ituzaingó;
Caá Catí;Santa Lucía;6265.176668058465;236615.00158088654;8314.297819850535;251194.47606879554
Caá Catí;Mburucuyá;6265.176668058465;74179.18205765402;3276.096308824681;83720.45503453717
Caá Catí;Mercedes;6265.176668058465;351863.8148806816;4359.954415133449;362488.94596387347
Caá Catí;Monte Caseros;6265.176668058465;443786.9224233391;9357.531206813637;459409.6302982112
Caá Catí;Paso de los Libres;
Caá Catí;Saladas;6265.176668058465;114155.44531985006;9751.579073078161;130172.20106098668
Caá Catí;San Cosme;6265.176668058465;125665.43003569348;5927.536422899807;137858.14312665176
Caá Catí;San Luis del Palmar;6265.176668058465;93186.17794032599;10274.939374258307;109726.29398264276
Caá Catí;La Cruz;
Caá Catí;San Miguel;6265.176668058465;13298.101650537357;11536.240553069914;31099.518871665736
Caá Catí;San Roque;6265.176668058465;194264.9030572658;1050.3210137602327;201580.4007390845
Caá Catí;Santo Tomé;
Caá Catí;Sauce;6265.176668058465;389274.1278106263;3541.515672582057;399080.8201512668
Goya;Bella Vista;1494.516700775389;72099.79509397826;8490.021171011578;82084.33296576524
Goya;San Antonio de Itatí;1494.516700775389;290864.96303012286;17106.78541177973;309466.26514267793
Goya;Corrientes;1494.516700775389;256420.86611939038;3607.488002456337;261522.87082262212
Goya;Concepción;1494.516700775389;224071.28682175485;9553.105401186724;235118.90892371698
Goya;Curuzú Cuatiá;1494.516700775389;318540.6660455604;13134.482134274325;333169.6648806101
Goya;Empedrado;1494.516700775389;222728.31829643817;5189.528064858557;229412.3630620721
Goya;Esquina;1494.516700775389;407304.41835067526;4122.798875876374;412921.733927327
Goya;Alvear;
Goya;Caá Catí;1494.516700775389;253784.832036298;6265.176668058465;261544.52540513186
Goya;Goya;0.0
Goya;Itatí;1494.516700775389;300757.9545680887;4826.395286561572;307078.86655542563
Goya;Ituzaingó;
Goya;Santa Lucía;1494.516700775389;17169.830455411484;8314.297819850535;26978.64497603741
Goya;Mburucuyá;1494.516700775389;179605.64997864404;3276.096308824681;184376.26298824413
Goya;Mercedes;1494.516700775389;275804.53018941224;4359.954415133449;281659.00130532106
Goya;Monte Caseros;1494.516700775389;367727.6377320698;9357.531206813637;378579.6856396588
Goya;Paso de los Libres;
Goya;Saladas;1494.516700775389;139629.386716448;9751.579073078161;150875.48249030157
Goya;San Cosme;1494.516700775389;270599.49129180645;5927.536422899807;278021.5444154816
Goya;San Luis del Palmar;1494.516700775389;245269.65637266342;10274.939374258307;257039.11244769712
Goya;La Cruz;
Goya;San Miguel;1494.516700775389;267082.93368683534;11536.240553069914;280113.6909406806
Goya;San Roque;1494.516700775389;118205.61836599652;1050.3210137602327;120750.45608053214
Goya;Santo Tomé;
Goya;Sauce;1494.516700775389;313214.843119357;3541.515672582057;318250.87549271446
Itatí;Bella Vista;4826.395286561572;228658.15947411046;8490.021171011578;241974.57593168362
Itatí;San Antonio de Itatí;4826.395286561572;192904.02430580062;17106.78541177973;214837.20500414193
Itatí;Corrientes;4826.395286561572;82785.81767683232;3607.488002456337;91219.70096585022
Itatí;Concepción;4826.395286561572;175308.30412219284;9553.105401186724;189687.80480994115
Itatí;Curuzú Cuatiá;4826.395286561572;441573.0732686204;13134.482134274325;459533.9506894563
Itatí;Empedrado;4826.395286561572;120094.89492936514;5189.528064858557;130110.81828078527
Itatí;Esquina;4826.395286561572;530336.8255737353;4122.798875876374;539286.0197361732
Itatí;Alvear;
Itatí;Caá Catí;4826.395286561572;155823.89331197576;6265.176668058465;166915.4652665958
Itatí;Goya;4826.395286561572;300757.9545680887;1494.516700775389;307078.86655542563
Itatí;Itatí;0.0
Itatí;Ituzaingó;
Itatí;Santa Lucía;4826.395286561572;283588.12411267724;8314.297819850535;296728.81721908937
Itatí;Mburucuyá;4826.395286561572;136494.66523245777;3276.096308824681;144597.15682784404
Itatí;Mercedes;4826.395286561572;398836.93741247227;4359.954415133449;408023.2871141673
Itatí;Monte Caseros;4826.395286561572;490760.04495512985;9357.531206813637;504943.97144850506
Itatí;Paso de los Libres;
Itatí;Saladas;4826.395286561572;161128.56785164072;9751.579073078161;175706.54221128047
Itatí;San Cosme;4826.395286561572;30158.463276282266;5927.536422899807;40912.394985743646
Itatí;San Luis del Palmar;4826.395286561572;62637.71537164977;10274.939374258307;77739.05003246965
Itatí;La Cruz;
Itatí;San Miguel;4826.395286561572;169121.99496251313;11536.240553069914;185484.63080214462
Itatí;San Roque;4826.395286561572;241238.0255890565;1050.3210137602327;247114.7418893783
Itatí;Santo Tomé;
Itatí;Sauce;4826.395286561572;436247.25034241704;3541.515672582057;444615.1613015607
Ituzaingó;Bella Vista;
Ituzaingó;San Antonio de Itatí;
Ituzaingó;Corrientes;
Ituzaingó;Concepción;
Ituzaingó;Curuzú Cuatiá;
Ituzaingó;Empedrado;
Ituzaingó;Esquina;
Ituzaingó;Alvear;24557.95104983666;172623.29922563946;15720.182544846228;212901.43282032237
Ituzaingó;Caá Catí;
Ituzaingó;Goya;
Ituzaingó;Itatí;
Ituzaingó;Ituzaingó;0.0
Ituzaingó;Santa Lucía;
Ituzaingó;Mburucuyá;
Ituzaingó;Mercedes;
Ituzaingó;Monte Caseros;
Ituzaingó;Paso de los Libres;24557.95104983666;267148.6530754085;1398.6220607703467;293105.22618601547
Ituzaingó;Saladas;
Ituzaingó;San Cosme;
Ituzaingó;San Luis del Palmar;
Ituzaingó;La Cruz;24557.95104983666;203280.4059272695;10757.303576010387;238595.66055311656
Ituzaingó;San Miguel;
Ituzaingó;San Roque;
Ituzaingó;Santo Tomé;24557.95104983666;139923.66817439458;5968.967307419246;170450.5865316505
Ituzaingó;Sauce;
Santa Lucía;Bella Vista;8314.297819850535;54929.96463856678;8490.021171011578;71734.2836294289
Santa Lucía;San Antonio de Itatí;8314.297819850535;273695.1325747114;17106.78541177973;299116.2158063417
Santa Lucía;Corrientes;8314.297819850535;239251.0356639789;3607.488002456337;251172.82148628577
Santa Lucía;Concepción;8314.297819850535;206901.45636634337;9553.105401186724;224768.8595873806
Santa Lucía;Curuzú Cuatiá;8314.297819850535;301370.83559014887;13134.482134274325;322819.61554427375
Santa Lucía;Empedrado;8314.297819850535;205558.48784102668;5189.528064858557;219062.31372573576
Santa Lucía;Esquina;8314.297819850535;390134.5878952637;4122.798875876374;402571.6845909906
Santa Lucía;Alvear;
Santa Lucía;Caá Catí;8314.297819850535;236615.00158088654;6265.176668058465;251194.47606879554
Santa Lucía;Goya;8314.297819850535;17169.830455411484;1494.516700775389;26978.644976037405
Santa Lucía;Itatí;8314.297819850535;283588.12411267724;4826.395286561572;296728.81721908937
Santa Lucía;Ituzaingó;
Santa Lucía;Santa Lucía;0.0
Santa Lucía;Mburucuyá;8314.297819850535;162435.81952323255;3276.096308824681;174026.21365190778
Santa Lucía;Mercedes;8314.297819850535;258634.69973400075;4359.954415133449;271308.95196898474
Santa Lucía;Monte Caseros;8314.297819850535;350557.80727665836;9357.531206813637;368229.63630332256
Santa Lucía;Paso de los Libres;
Santa Lucía;Saladas;8314.297819850535;122459.55626103652;9751.579073078161;140525.43315396522
Santa Lucía;San Cosme;8314.297819850535;253429.660836395;5927.536422899807;267671.4950791453
Santa Lucía;San Luis del Palmar;8314.297819850535;228099.82591725193;10274.939374258307;246689.06311136077
Santa Lucía;La Cruz;
Santa Lucía;San Miguel;8314.297819850535;249913.1032314239;11536.240553069914;269763.64160434436
Santa Lucía;San Roque;8314.297819850535;101035.78791058503;1050.3210137602327;110400.40674419579
Santa Lucía;Santo Tomé;
Santa Lucía;Sauce;8314.297819850535;296045.01266394544;3541.515672582057;307900.8261563781
Mburucuyá;Bella Vista;3276.096308824681;107505.85488466576;8490.021171011578;119271.97236450203
Mburucuyá;San Antonio de Itatí;3276.096308824681;111259.3130514789;17106.78541177973;131642.1947720833
Mburucuyá;Corrientes;3276.096308824681;92157.57678375943;3607.488002456337;99041.16109504044
Mburucuyá;Concepción;3276.096308824681;44465.63684311079;9553.105401186724;57294.838553122194
Mburucuyá;Curuzú Cuatiá;3276.096308824681;320420.76867917564;13134.482134274325;336831.34712227463
Mburucuyá;Empedrado;3276.096308824681;65984.0104000176;5189.528064858557;74449.63477370085
Mburucuyá;Esquina;3276.096308824681;409184.5209842905;4122.798875876374;416583.41616899153
Mburucuyá;Alvear;
Mburucuyá;Caá Catí;3276.096308824681;74179.18205765402;6265.176668058465;83720.45503453717
Mburucuyá;Goya;3276.096308824681;179605.64997864407;1494.516700775389;184376.26298824415
Mburucuyá;Itatí;3276.096308824681;136494.6652324578;4826.395286561572;144597.15682784407
Mburucuyá;Ituzaingó;
Mburucuyá;Santa Lucía;3276.096308824681;162435.81952323258;8314.297819850535;174026.2136519078
Mburucuyá;Mburucuyá;0.0
Mburucuyá;Mercedes;3276.096308824681;277684.6328230275;4359.954415133449;285320.6835469856
Mburucuyá;Monte Caseros;3276.096308824681;369607.7403656851;9357.531206813637;382241.3678813234
Mburucuyá;Paso de los Libres;
Mburucuyá;Saladas;3276.096308824681;39976.26326219604;9751.579073078161;53003.938644098875
Mburucuyá;San Cosme;3276.096308824681;106336.20195617552;5927.536422899807;115539.8346879
Mburucuyá;San Luis del Palmar;3276.096308824681;74610.08490110472;10274.939374258307;88161.12058418771
Mburucuyá;La Cruz;
Mburucuyá;San Miguel;3276.096308824681;87477.28370819137;11536.240553069914;102289.62057008597
Mburucuyá;San Roque;3276.096308824681;120085.72099961179;1050.3210137602327;124412.1383221967
Mburucuyá;Santo Tomé;
Mburucuyá;Sauce;3276.096308824681;315094.9457529723;3541.515672582057;321912.557734379
Mercedes;Bella Vista;4359.954415133449;203704.73509543398;8490.021171011578;216554.71068157902
Mercedes;San Antonio de Itatí;4359.954415133449;388943.9458745064;17106.78541177973;410410.68570141954
Mercedes;Corrientes;4359.954415133449;354499.8489637739;3607.488002456337;362467.2913813637
Mercedes;Concepción;4359.954415133449;322150.2696661383;9553.105401186724;336063.3294824585
Mercedes;Curuzú Cuatiá;4359.954415133449;162314.04655782034;13134.482134274325;179808.48310722812
Mercedes;Empedrado;4359.954415133449;320807.3011408217;5189.528064858557;330356.78362081375
Mercedes;Esquina;4359.954415133449;251077.7988629352;4122.798875876374;259560.55215394503
Mercedes;Alvear;
Mercedes;Caá Catí;4359.954415133449;351863.8148806815;6265.176668058465;362488.9459638734
Mercedes;Goya;4359.954415133449;275804.53018941224;1494.516700775389;281659.00130532106
Mercedes;Itatí;4359.954415133449;398836.93741247227;4826.395286561572;408023.2871141673
Mercedes;Ituzaingó;
Mercedes;Santa Lucía;4359.954415133449;258634.69973400078;8314.297819850535;271308.9519689848
Mercedes;Mburucuyá;4359.954415133449;277684.6328230275;3276.096308824681;285320.6835469856
Mercedes;Mercedes;0.0
Mercedes;Monte Caseros;4359.954415133449;211501.01824432984;9357.531206813637;225218.50386627694
Mercedes;Paso de los Libres;
Mercedes;Saladas;4359.954415133449;237708.3695608315;9751.579073078161;251819.90304904312
Mercedes;San Cosme;4359.954415133449;368678.47413619;5927.536422899807;378965.9649742233
Mercedes;San Luis del Palmar;4359.954415133449;343348.63921704696;10274.939374258307;357983.53300643875
Mercedes;La Cruz;
Mercedes;San Miguel;4359.954415133449;365161.91653121886;11536.240553069914;381058.11149942223
Mercedes;San Roque;4359.954415133449;157598.91182341575;1050.3210137602327;163009.18725230944
Mercedes;Santo Tomé;
Mercedes;Sauce;4359.954415133449;156988.22363161697;3541.515672582057;164889.69371933248
Monte Caseros;Bella Vista;9357.531206813637;295627.8426380916;8490.021171011578;313475.3950159168
Monte Caseros;San Antonio de Itatí;9357.531206813637;480867.05341716396;17106.78541177973;507331.3700357573
Monte Caseros;Corrientes;9357.531206813637;446422.95650643145;3607.488002456337;459387.9757157014
Monte Caseros;Concepción;9357.531206813637;414073.37720879586;9553.105401186724;432984.01381679624
Monte Caseros;Curuzú Cuatiá;9357.531206813637;59699.6601157556;13134.482134274325;82191.67345684356
Monte Caseros;Empedrado;9357.531206813637;412730.4086834793;5189.528064858557;427277.4679551515
Monte Caseros;Esquina;9357.531206813637;221670.9765268574;4122.798875876374;235151.30660954744
Monte Caseros;Alvear;
Monte Caseros;Caá Catí;9357.531206813637;443786.9224233391;6265.176668058465;459409.6302982112
Monte Caseros;Goya;9357.531206813637;367727.6377320698;1494.516700775389;378579.6856396588
